pair_age,init_market_cap,scams,funding_time,owner,source,status,verified,end_date,name,holders,tax,ticker,ape_score,spoofed,liquidity,lock,market_cap,previous,contract_age,sell,airdrops,result,ath,whales,red_flags,time_of_day,worth,snipers,buy,fresh,max_transmit,honeypot,safu_score,wallet,sticker,amount
3 mins,,1 out of 4,2 hrs ago,0xc2e...23  (6),0x2Ab...6A,Below 50K 🟩🟨🟥,0x1135f553cc07e467a162c22bacd8c67d0282d4ac,00:50:12:934,EverMoon2.0 Buy! 🐋🐋🐋🐋,58 (154.1 ETH),23/81.1,🪙 #EverMoon2.0,🟢 10%,0 own 0%,4.3,100% | BURNT,35270,,9 mins,(0) 0 - $0,1,-66.4901,,2 own 1.7%,,00:47:18,$604,20 own 27.4%,(55) 55 - $6k,0 own 0%,2% | 0.43 eth,🟢 (false) - 55/55,81% out of 54,"0x776...A5 ($16,418)",,$183
46 mins,"$5,377 | 12X",219 out of 482,1 days ago,RENOUNCED (14),Binance,Below 100K 🟥🟥🟥,0xf74795f7234a9d7c24ae21e8392cc32ad1a6dc9f,00:50:25:190,Clifford 2.0 Buy! 🐋🐋🐋,134 (159.0 ETH),0/0,🪙 #Cliff2.0,🟢 24%,1 own 0.7%,5.5,98% | 93 days | Unicrypt,65356,,58 mins,(131) 68 - $52.5k,6,130.2087,,1 own 0.7%,,00:22:11,"$5,632",4 own 6.1%,(272) 190 - $60.8k,4 own 2.9%,2% | 0.83 eth,🟢 (false) - 119/119,97% out of 58,"0x092...a6 ($10,479)",,$366
4 hrs 4 mins,"$47,923 | 13X",219 out of 482,4 hrs ago,RENOUNCED (22),Binance,,0x34ba042827996821cffeb06477d48a2ff9474483,00:53:25:938,SHIB2.0 Buy! 🐋,657 (287.3 ETH),2/2.2,,🟢 23%,1 own 0.2%,18.2,96% | BURNT,664061,,4 hrs 15 mins,(2257) 642 - $765.4k,4,104.6723,,2 own 1.8%,,23:44:25,"$35,055",6 own 0.8%,,10 own 0.2%,,🟢 (false) - 618/618,93% out of 72,"0xaa9...5c ($3,161)",🪙 #SHIB2.0,"$2,757"
1 hrs 16 mins,"$9,331 | 0X",1.2k out of 1.5k,3 hrs ago,RENOUNCED (15),FixedFloat,Below 10K 🟩🟩🟩,0x60509027a54241d186802d2b96b0f689048129bc,00:55:37:411,Floki 2.0 Buy! 🐋,20 (17.5 ETH),0/0,🪙 #FLOKI 2.0,🟢 33%,0 own 0%,1.4,98% | 29 days | Unicrypt,4199,,1 hrs 20 mins,(46) 35 - $4.9k,1,-31.8844,,0 own 0%,,00:41:54,"$2,470",0 own 0%,(56) 52 - $5.7k,0 own 0%,,🟢 (false) - 18/18,96% out of 124,"0x486...36 ($4,200)",,$91
11 days 18 hrs,"$18,885 | 3X",18 out of 30,11 days ago,RENOUNCED (16),0x95A...CC,Below 100K 🟥🟥🟥,0xbd6b565cd9648657aef3a00fdcdec7c727d7c790,00:56:12:735,NudifyAI Buy! 🐋🐋🐋,105 (335.9 ETH),5/4.9,🪙 #NUDES,🟢 34%,0 own 0%,6.2,96% | 100 days | Unicrypt,64977,,11 days 18 hrs,(84) 44 - $22.9k,1,124.4001,,2 own 1.3%,,23:43:43,$0,0 own 0%,(0) 0 - $0,3 own 3.7%,,🟢 (false) - 102/102,92% out of 76,"0xA27...50 ($13,306)",,$824
6 mins,"$35,270 | 0X",1 out of 4,2 hrs ago,0xc2e...23  (8),0x2Ab...6A,Below 50K 🟩🟨🟥,0x1135f553cc07e467a162c22bacd8c67d0282d4ac,00:57:38:974,EverMoon2.0 Buy! 🐋🐋🐋🐋,62 (164.8 ETH),11/41.2,🪙 #EverMoon2.0,🟢🟢 50%,0 own 0%,2.5,100% | BURNT,11819,,12 mins,(0) 0 - $0,2,-30.8781,,2 own 1.7%,,00:50:25,"$3,763",20 own 26.8%,(59) 58 - $6.4k,0 own 0%,2% | 0.47 eth,🟢 (false) - 57/57,61% out of 123,"0x030...9E ($19,539)",,$109
44 mins,"$25,192 | 0X",0 out of 0 Unique,1 days ago,RENOUNCED (20),FixedFloat,Below 50K 🟩🟨🟥,0xb7991aa53465a09ad2317696b715b2d8ab1ceef4,01:01:13:249,gm 2.0 Buy! 🐋,77 (177.7 ETH),1/1,🪙 #gm2.0,🟢 20%,0 own 0%,3.6,98% | 29 days | Unicrypt,24976,,1 hrs 6 mins,(66) 47 - $8.8k,5,140.0398,,2 own 2.8%,,00:47:03,$281,3 own 4.1%,(123) 108 - $13.5k,4 own 7%,,🟢 (false) - 58/58,83% out of 24,"0x3F1...6F ($3,788)",,$366
13 hrs 13 mins,"$5,553 | 30X",1.2k out of 1.4k,3 days ago,UNKNOWN (8),FixedFloat,,0xa8643451ae0401b645443682055be70dc05b6950,01:07:49:668,FTX 2.0 Buy! 🐋,370 (909.7 ETH),0/0,,🟢 27%,1 own 0.7%,19,100% | BURNT,169414,,13 hrs 15 mins,(1613) 803 - $1.9M,,-31.0165,,3 own 4.5%,,00:28:56,$208,0 own 0%,,7 own 2.8%,,🟢 (false) - 344/344,100% out of 34,"0x3E1...03 ($4,678)",🪙 #FTX2.0,"$1,780"
23 mins,"$4,656 | 3X",0 out of 0 Unique,4 hrs ago,0x16A...56  (8),SideShift,Below 50K 🟩🟨🟥,0x6a27df311140dd0e1f212593300875a5e800c981,01:08:26:563,Bob 2.0 Buy! 🐋,83 (39.2 ETH),20/34.5,🪙 #BOB2.0,🟢🟢 48%,0 own 0%,2.6,Unknown Lock,13990,,35 mins,(4) 3 - $2.8k,,119.4588,,0 own 0%,,00:58:35,$748,5 own 1.5%,(92) 82 - $5.8k,9 own 6.7%,2% | 0.17 eth,🟢 (false) - 80/80,100% out of 3,"0x886...2D ($3,599)",,$183
50 mins,"$69,396 | 2X",98 out of 137,1 days ago,RENOUNCED (24),0xacB...84,,0xa9122a04e593c625759a4ad0eb4342f9f9c36867,01:10:14:225,USD 2.0 Buy! 🐋,217 (319.1 ETH),1/2.1,,🟢 21%,0 own 0%,11,98% | 92 days | Unicrypt,150732,,1 hrs 29 mins,(207) 126 - $71.9k,43,-30.0889,,1 own 1%,,01:00:29,"$16,719",17 own 10.2%,,8 own 5.4%,2% | 1.95 eth,🟢 (false) - 160/160,78% out of 23,"daumenfrosch.eth ($3,676)",🪙 #USD2.0,$183
18 hrs 24 mins,"$56,137 | 0X",220 out of 484,19 hrs ago,RENOUNCED (16),Binance,Below 50K 🟩🟨🟥,0x02ddaeb411f510398e89e4627680fec1cd64f1d6,01:10:14:254,PSYOP2.0 Buy! 🐋🐋,122 (20.6 ETH),0/0,🪙 #PSYOP2.0,🟢 27%,0 own 0%,2.9,98% | 28 days | Unicrypt,16575,,18 hrs 54 mins,(460) 249 - $142.1k,4,-31.8955,,0 own 0%,,00:37:49,"$1,109",1 own 1.2%,(628) 341 - $145.5k,4 own 4%,,🟢 (false) - 103/104,100% out of 38,"0x71b...1b ($7,092)",,$274
35 mins,"$4,656 | 11X",0 out of 0 Unique,4 hrs ago,0x16A...56  (9),SideShift,Below 100K 🟥🟥🟥,0x6a27df311140dd0e1f212593300875a5e800c981,01:11:49:187,Bob 2.0 Buy! 🐋,103 (106.5 ETH),10/59.1,🪙 #BOB2.0,🟢 18%,0 own 0%,5.1,Unknown Lock,51631,,48 mins,(8) 7 - $3.5k,,-45.9701,,1 own 1.8%,,01:10:51,$747,5 own 1.5%,(116) 104 - $11k,9 own 6.7%,2% | 0.64 eth,🟢 (false) - 97/97,100% out of 7,"0x745...A2 ($3,291)",,$366
18 mins,"$13,944 | 3X",3 out of 6,33 mins ago,0xCfA...E6  (5),0x95A...CC,Below 100K 🟥🟥🟥,0x156ba20417dd16946459d3520f2ca868ecd58081,01:15:01:687,USDC 2.0 Buy! 🐋,83 (84.6 ETH),1/2.9,🪙 #USDC2.0,🟢 29%,0 own 0%,5.5,100% | BURNT,52120,,31 mins,(51) 35 - $12.2k,,-33.5865,,1 own 2.5%,,00:52:31,$850,2 own 4.3%,(124) 108 - $19.8k,2 own 3.3%,2.5% | 0.72 eth,🟢 (false) - 73/73,100% out of 80,"0xD1f...48 ($3,583)",,$916
24 mins,"$48,670 | 1X",1.2k out of 2k,51 mins ago,RENOUNCED (10),0x43b...5a,Below 100K 🟥🟥🟥,0x753beadb556b1230ab94ab435008f97e745932b9,01:17:01:896,Pepe 9000 Buy! 🐋,146 (79.0 ETH),1/2.5,🪙 #PEPE9000,🟢 16%,0 own 0%,9.3,99% | 29 days | Unicrypt,53274,,33 mins,(182) 87 - $28.8k,3,-30.7402,,1 own 1%,,01:09:27,"$10,848",13 own 9.4%,(260) 227 - $38.1k,8 own 6.8%,,🟢 (false) - 132/132,100% out of 7,"0xc13...2f ($3,379)",,$91
3 days 21 hrs,"$2,307 | 4X",117 out of 199,4 days ago,RENOUNCED (11),Mexc,Below 50K 🟩🟨🟥,0xa1f7771b650de7f2fc5b61f56155117a42edf074,01:25:24:744,TAZMANIAN DEVIL Buy! 🐋,125 (135.3 ETH),0/0,🪙 #TAZ,🟢 23%,1 own 0.6%,2.3,99% | BURNT,10887,,3 days 21 hrs,(48) 40 - $7.6k,1,-30.3140,,2 own 1%,,01:20:51,"$5,549",1 own 0.2%,(53) 49 - $6.7k,9 own 2.8%,2% | 0.13 eth,🟢 (false) - 102/102,100% out of 9,"0x7D1...F2 ($4,243)",,$91
4 hrs 38 mins,"$8,390 | 13X",10 out of 20,5 hrs ago,RENOUNCED (27),Binance,,0xd882c582beaf161086b8a54533fb9197e4eac59c,01:27:27:280,Half Pepe Buy! 🐋🐋🐋,299 (110.0 ETH),2/2,,🟢 30%,1 own 0.2%,7.1,97% | 92 days | Unicrypt,113836,,4 hrs 44 mins,(491) 317 - $322k,7,104.5199,,0 own 0%,,01:22:06,$527,0 own 0%,,7 own 2.3%,,🟢 (false) - 254/255,80% out of 25,"0xb7B...D9 ($11,293)",🪙 #PEPE0.5,$916
36 mins,"$48,670 | 0X",1.2k out of 2k,1 hrs ago,RENOUNCED (11),0x43b...5a,Below 50K 🟩🟨🟥,0x753beadb556b1230ab94ab435008f97e745932b9,01:35:51:166,Pepe 9000 Buy! 🐋,147 (74.6 ETH),1/2.2,🪙 #PEPE9000,🟢 10%,0 own 0%,7.4,99% | 29 days | Unicrypt,34075,,45 mins,(232) 108 - $35.3k,3,-31.5098,,1 own 1%,,01:20:42,"$11,952",11 own 8.4%,(293) 252 - $41.2k,8 own 6.8%,,🟢 (false) - 135/135,92% out of 12,"cuddy.eth ($3,064)",,$91
4 hrs 48 mins,"$8,390 | 38X",10 out of 20,6 hrs ago,RENOUNCED (28),Binance,,0xd882c582beaf161086b8a54533fb9197e4eac59c,01:39:49:053,Half Pepe Buy! 🐋,312 (111.7 ETH),2/2,,🟢 20%,1 own 0.2%,11.9,97% | 92 days | Unicrypt,323877,,4 hrs 54 mins,(509) 326 - $328.7k,8,-34.3908,,0 own 0%,,01:31:58,$525,0 own 0%,,7 own 2.8%,,🟢 (false) - 266/267,84% out of 25,"0x3F1...6F ($3,412)",🪙 #PEPE0.5,$366
4 days 8 hrs,"$362,867 | 1X",1.2k out of 1.4k,12 days ago,UNKNOWN (11),0x53c...73,,0xaa68fd12a3b0f7aea66fe8f7111ae3f8d9ac5058,01:43:13:824,TWEETY Buy! 🐋🐋🐋🐋🐋,276 (172.2 ETH),0/0,,🟢 13%,1 own 0.2%,59.8,100% | 364 days | Pinksale,415725,,12 days 14 hrs,(247) 198 - $147.8k,3,-30.3705,,1 own 0.2%,,00:57:32,$347,0 own 0%,,12 own 6.8%,,🟢 (false) - 615/616,96% out of 26,"0x4eA...7b ($21,816)",🪙 #TWEETY,"$3,663"
2 hrs 6 mins,"$4,199 | 14X",1.2k out of 1.5k,3 hrs ago,RENOUNCED (15),FixedFloat,Below 100K 🟥🟥🟥,0x60509027a54241d186802d2b96b0f689048129bc,01:44:25:191,Floki 2.0 Buy! 🐋,57 (266.1 ETH),0/0,🪙 #FLOKI 2.0,🟢 13%,0 own 0%,5.5,98% | 29 days | Unicrypt,61749,,2 hrs 10 mins,(63) 44 - $19k,1,-30.3718,,2 own 5%,,01:32:07,"$2,471",0 own 0%,(109) 92 - $27.3k,2 own 0.8%,,🟢 (false) - 49/49,100% out of 13,"0x068...68 ($4,947)",,"$1,096"
5 hrs 49 mins,"$47,923 | 7X",220 out of 485,6 hrs ago,RENOUNCED (23),Binance,,0x34ba042827996821cffeb06477d48a2ff9474483,01:44:37:663,SHIB2.0 Buy! 🐋,625 (282.4 ETH),2/2.1,,🟢 27%,1 own 0.2%,13.1,96% | BURNT,337038,,6 hrs 0 mins,(2569) 728 - $834.6k,4,142.9759,,2 own 1.8%,,01:28:54,"$34,079",4 own 0.6%,,11 own 0.3%,,🟢 (false) - 608/608,86% out of 14,"0x08d...bD ($3,820)",🪙 #SHIB2.0,"$1,374"
3 mins,,67 out of 72,4 days ago,0x646...f5  (6),0xf2c...dc,Below 10K 🟩🟩🟩,0x7b84e42e8f2a45026c5a1c6ade52158c716ecde8,01:49:50:726,NEW PEPE 2.0 Buy! 🐋🐋🐋🐋,53 (40.2 ETH),20/40.8,🪙 #9001,🟢 32%,0 own 0%,1.5,Unknown Lock,4761,,23 mins,(0) 0 - $0,,-31.7400,,0 own 0%,,01:46:34,$117,1 own 0.4%,(67) 45 - $916.8,0 own 0%,0.4% | 0.01 eth,🟢 (false) - 52/52,57% out of 443,"💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩.eth ($19,186)",,$86
1 hrs 29 mins,"$5,377 | 42X",220 out of 485,1 days ago,RENOUNCED (16),Binance,,0xf74795f7234a9d7c24ae21e8392cc32ad1a6dc9f,01:57:12:995,Clifford 2.0 Buy! 🐋,190 (280.1 ETH),0/0,,🟢 9%,1 own 0.7%,10.5,98% | 93 days | Unicrypt,229671,,1 hrs 41 mins,(277) 149 - $179.3k,6,-32.4374,,3 own 3.2%,,01:05:29,"$4,529",1 own 1.6%,,5 own 3.1%,2% | 3.21 eth,🟢 (false) - 148/148,100% out of 18,"0x5F4...3e ($3,620)",🪙 #Cliff2.0,$305
2 hrs 34 mins,"$52,189 | 0X",4 out of 8,4 hrs ago,RENOUNCED (19),SideShift,Below 50K 🟩🟨🟥,0xe73dc63e0a8de1686da886e45d7d1ba947a6b208,01:58:37:403,Pepe² Buy! 🐋🐋🐋🐋,88 (25.0 ETH),1/2.4,🪙 #PEPE²,🟢🟢 45%,0 own 0%,3.4,100% | BURNT,22406,,2 hrs 53 mins,(162) 111 - $33.4k,1,100.8650,,0 own 0%,,00:17:14,$105,4 own 1.2%,(261) 177 - $37.7k,1 own 9.5%,,🟢 (false) - 75/76,92% out of 38,"0xF7F...d1 ($18,296)",,$183
2 hrs 34 mins,"$4,199 | 44X",1.2k out of 1.5k,4 hrs ago,RENOUNCED (15),FixedFloat,,0x60509027a54241d186802d2b96b0f689048129bc,02:02:04:018,Floki 2.0 Buy! 🐋🐋,111 (540.3 ETH),0/0,,🟢 13%,0 own 0%,9.7,98% | 29 days | Unicrypt,185741,,2 hrs 38 mins,(124) 81 - $62.4k,1,-38.3066,,3 own 5.8%,,01:59:59,"$2,471",0 own 0%,,2 own 0.8%,,🟢 (false) - 90/90,91% out of 33,"0x302...41 ($8,665)",🪙 #FLOKI 2.0,$458
7 hrs 3 mins,"$5,034 | 2X",203 out of 363,31 days ago,RENOUNCED (48),Mexc,Below 50K 🟩🟨🟥,0x73a673fa8d6139cc7c3fe46d45e3c641a0425a34,02:06:01:812,BabyPEPE2.0 Buy! 🐋,64 (24.0 ETH),0/0,🪙 #BabyPEPE2.0,🟢 19%,0 own 0%,2.7,100% | 93 days | Pinksale,14936,(2) SOHACOIN,7 hrs 6 mins,(147) 96 - $77.3k,1,112.3415,"$826,995",0 own 0%,,01:26:30,$883,0 own 0%,(229) 154 - $80.5k,1 own 0.9%,,🟢 (false) - 56/56,96% out of 26,"0xAd8...56 ($3,334)",,$183
2 mins,,107 out of 206,48 mins ago,0x5c2...62  (3),Binance,Below 10K 🟩🟩🟩,0x9e5d6efbd482805190cebcb3f198d778fd036415,02:06:49:725,Pipi Buy! 🐋,26 (13.6 ETH),24/29.5,🪙 #PIPI,🟢 20%,0 own 0%,1.8,Unknown Lock,6747,,5 mins,(6) 3 - $636.3,,-41.6077,,0 own 0%,,01:38:52,$684,18 own 23.2%,(27) 27 - $2.2k,0 own 0%,3% | 0.12 eth,🟢 (false) - 24/24,60% out of 89,"0x796...20 ($3,946)",,$18
2 hrs 36 mins,"$4,199 | 53X",1.2k out of 1.5k,4 hrs ago,RENOUNCED (16),FixedFloat,,0x60509027a54241d186802d2b96b0f689048129bc,02:07:01:383,Floki 2.0 Buy! 🐋,118 (548.4 ETH),0/0,,🟢 32%,0 own 0%,10.6,98% | 29 days | Unicrypt,222865,,2 hrs 41 mins,(135) 88 - $66.2k,2,-40.7808,,3 own 5.8%,,02:02:17,"$2,468",0 own 0%,,3 own 2.3%,,🟢 (false) - 91/91,100% out of 27,"0xc36...7B ($3,304)",🪙 #FLOKI 2.0,$183
15 mins,,1.2k out of 2k,34 mins ago,RENOUNCED (8),Binance,Below 50K 🟩🟨🟥,0x08a000fc25b9dd31726387fbbf84fab24c739c72,02:08:37:388,PEPA 2.0 Buy! 🐋🐋,88 (262.8 ETH),0/5.8,🪙 #PEPA2.0,🟢 15%,0 own 0%,3.3,99% | BURNT,24537,,25 mins,(54) 23 - $9.2k,1,103.0397,,2 own 2.9%,,02:03:47,"$3,991",6 own 6.6%,(117) 105 - $13.3k,1 own 0.1%,,🟢 (false) - 81/81,100% out of 14,"0x068...68 ($5,237)",,$183
6 hrs 52 mins,"$31,260 | 0X",1.2k out of 2k,7 hrs ago,RENOUNCED (12),FixedFloat,Below 10K 🟩🟩🟩,0x2698931002b10a2206c3f8b36c8c168b01ea6c25,02:11:24:864,PEPE 4.20 Buy! 🐋,166 (264.3 ETH),0/0,🪙 #PEPE4.20,🟢🟢 52%,1 own 0.3%,2.4,98% | 29 days | Unicrypt,8923,,7 hrs 5 mins,(744) 392 - $295.4k,3,-30.1696,,2 own 1%,,23:37:28,"$13,156",1 own 0.7%,(917) 540 - $296k,5 own 3.1%,,🟢 (false) - 143/144,70% out of 20,"0xe5B...dD ($3,028)",,$128
0 mins,,3 out of 3,2 hrs ago,0xecd...62  (4),Kucoin,Below 10K 🟩🟩🟩,0xda32cd72a21ad7e2be51f8b42cf03a7c5b744613,02:18:49:506,Meme Extractible Value Buy! 🐋,15 (9.4 ETH),20/31.4,🪙 #MEV,🟢 39%,0 own 0%,3.2,Unknown Lock,9452,,10 mins,(0) 0 - $0,,-31.9140,,0 own 0%,,02:01:26,$832,14 own 18.1%,(14) 14 - $1.1k,0 own 0%,2% | 0.07 eth,🟢 (false) - 14/14,76% out of 170,"0x211...2E ($3,559)",,$296
2 hrs 47 mins,"$4,199 | 33X",1.2k out of 1.5k,4 hrs ago,RENOUNCED (19),FixedFloat,,0x60509027a54241d186802d2b96b0f689048129bc,02:19:49:865,Floki 2.0 Buy! 🐋🐋,155 (564.4 ETH),0/0,,🟢 13%,0 own 0%,8.5,98% | 29 days | Unicrypt,140951,,2 hrs 51 mins,(200) 110 - $124.4k,5,-30.4362,,3 own 4.9%,,02:12:46,"$2,460",0 own 0%,,7 own 9%,,🟢 (false) - 126/126,91% out of 34,"0x302...41 ($8,200)",🪙 #FLOKI 2.0,$458
1 hrs 30 mins,"$13,944 | 1X",3 out of 6,1 hrs ago,0xCfA...E6  (10),0x95A...CC,Below 50K 🟩🟨🟥,0x156ba20417dd16946459d3520f2ca868ecd58081,02:23:37:153,USDC 2.0 Buy! 🐋,108 (146.0 ETH),0.5/0.9,🪙 #USDC2.0,🟢 31%,0 own 0%,3.7,100% | BURNT,23705,,1 hrs 43 mins,(183) 121 - $50.7k,,-36.1084,,2 own 3.4%,,02:04:17,$521,2 own 1.6%,(276) 214 - $55.6k,4 own 5.3%,2.5% | 0.36 eth,🟢 (false) - 92/92,93% out of 72,"0x3DA...3d ($4,540)",,$183
32 mins,"$24,537 | 1X",1.2k out of 2k,51 mins ago,RENOUNCED (9),Binance,Below 50K 🟩🟨🟥,0x08a000fc25b9dd31726387fbbf84fab24c739c72,02:24:13:370,PEPA 2.0 Buy! 🐋,122 (271.1 ETH),0/0,🪙 #PEPA2.0,🟢 16%,0 own 0%,3.9,99% | BURNT,33671,,42 mins,(109) 59 - $25.2k,1,-30.6108,,2 own 2.3%,,02:21:07,"$5,209",4 own 4.3%,(197) 165 - $30.5k,5 own 1.3%,,🟢 (false) - 103/103,85% out of 162,"0x6d1...4B ($3,092)",,$91
34 days 19 hrs,,312 out of 420,40 days ago,RENOUNCED (36),Gate.io,Below 100K 🟥🟥🟥,0x28c6ce090bf0d534815c59440a197e92b4cf718f,02:24:48:922,NoSellButton.com Buy! 🐋,149 (854.5 ETH),0/0,🪙 #HONOR,🟢 9%,0 own 0%,1.3,Unknown Lock,73636,,40 days 12 hrs,(1) 1 - $30.7,46,180.8458,,5 own 5.7%,,00:37:52,"$28,731",0 own 0%,(7) 7 - $914.5,7 own 59.1%,,🟢 (false) - 31/32,100% out of 3,"0xAE1...Be ($3,969)",,$0
3 hrs 16 mins,"$4,821 | 2X",3 out of 5,4 hrs ago,RENOUNCED (23),Coinbase,Below 50K 🟩🟨🟥,0xf943390018eead116b2fbddd5e5ed8e0d492799e,02:33:02:594,MrsPepe2.0 Buy! 🐋,160 (70.1 ETH),2/1.9,🪙 #MrsPepe2.0,🟢 16%,1 own 0.2%,2,100% | BURNT,13812,,3 hrs 23 mins,(434) 248 - $150k,4,-31.4676,,0 own 0%,,01:30:18,$161,4 own 3.6%,(629) 396 - $153.5k,2 own 0.3%,,🟢 (false) - 143/143,100% out of 15,"0x342...a3 ($3,951)",,$183
20 hrs 9 mins,"$16,575 | 1X",220 out of 488,20 hrs ago,RENOUNCED (16),Binance,Below 50K 🟩🟨🟥,0x02ddaeb411f510398e89e4627680fec1cd64f1d6,02:36:01:599,PSYOP2.0 Buy! 🐋🐋,124 (20.7 ETH),0/0,🪙 #PSYOP2.0,🟢 27%,0 own 0%,3.4,98% | 28 days | Unicrypt,23304,,20 hrs 39 mins,(473) 252 - $144.6k,4,-34.7958,,0 own 0%,,02:23:01,"$1,110",0 own 0%,(644) 345 - $148.9k,4 own 4%,,🟢 (false) - 104/105,100% out of 38,"0x71b...1b ($7,147)",,$273
1 hrs 17 mins,"$34,075 | 0X",1.2k out of 2k,1 hrs ago,RENOUNCED (11),0x43b...5a,Below 50K 🟩🟨🟥,0x753beadb556b1230ab94ab435008f97e745932b9,02:37:25:593,Pepe 9000 Buy! 🐋🐋,117 (33.2 ETH),1/1,🪙 #PEPE9000,🟢 30%,0 own 0%,5.6,99% | 29 days | Unicrypt,19426,,1 hrs 26 mins,(315) 159 - $44.2k,3,-31.8933,,0 own 0%,,02:01:47,"$13,756",7 own 6.7%,(330) 272 - $46.8k,6 own 4.9%,,🟢 (false) - 102/102,81% out of 26,"0xb7B...D9 ($6,217)",,$458
6 hrs 48 mins,"$47,923 | 3X",220 out of 488,7 hrs ago,RENOUNCED (23),Binance,,0x34ba042827996821cffeb06477d48a2ff9474483,02:38:13:400,SHIB2.0 Buy! 🐋🐋,609 (239.9 ETH),2/2.3,,🟢 23%,1 own 0.2%,8.9,97% | BURNT,156578,,6 hrs 59 mins,(2759) 773 - $888.8k,4,-30.4776,,2 own 1.8%,,02:28:10,"$36,217",3 own 0.6%,,12 own 0.5%,,🟢 (false) - 600/600,90% out of 10,"0x13b...04 ($8,968)",🪙 #SHIB2.0,"$1,467"
4 hrs 42 mins,"$22,406 | 1X",4 out of 8,6 hrs ago,RENOUNCED (19),SideShift,Below 50K 🟩🟨🟥,0xe73dc63e0a8de1686da886e45d7d1ba947a6b208,02:39:25:621,Pepe² Buy! 🐋🐋🐋🐋,122 (119.5 ETH),1/1,🪙 #PEPE²,🟢🟢 45%,0 own 0%,4.7,100% | BURNT,43198,,5 hrs 1 mins,(193) 132 - $43.7k,1,104.2179,,1 own 2.9%,,02:25:31,$129,4 own 1.2%,(332) 232 - $50.5k,3 own 9.8%,,🟢 (false) - 106/107,92% out of 39,"0xF7F...d1 ($18,125)",,$275
1 days 0 hrs,"$10,211 | 16X",18 out of 37,1 days ago,RENOUNCED (16),Binance,,0xd1e4c1c81733c7eff694f32109f07c9190e865dd,02:42:25:404,MONG 2.0 Buy! 🐋🐋,266 (259.8 ETH),1/1,,🟢 18%,0 own 0%,9.7,98% | 29 days | Unicrypt,163891,,1 days 0 hrs,(420) 257 - $134.5k,,111.4380,,1 own 0.5%,,00:16:05,"$1,694",0 own 0%,,3 own 4.6%,,🟢 (false) - 218/218,100% out of 8,"0x3e8...86 ($6,180)",🪙 #MONG 2.0,$641
3 hrs 0 mins,"$5,377 | 11X",220 out of 488,1 days ago,RENOUNCED (16),Binance,Below 100K 🟥🟥🟥,0xf74795f7234a9d7c24ae21e8392cc32ad1a6dc9f,02:46:50:116,Clifford 2.0 Buy! 🐋🐋,191 (284.8 ETH),0/0,🪙 #Cliff2.0,🟢 20%,1 own 0.7%,5.6,98% | 93 days | Unicrypt,61901,,3 hrs 12 mins,(445) 221 - $276.6k,6,-31.4123,,3 own 3.2%,,02:36:35,"$4,536",2 own 2.5%,(695) 376 - $285k,3 own 1.3%,2% | 0.77 eth,🟢 (false) - 157/157,100% out of 20,"0xba9...e4 ($7,920)",,$770
7 hrs 10 mins,"$47,923 | 3X",220 out of 488,7 hrs ago,RENOUNCED (23),Binance,,0x34ba042827996821cffeb06477d48a2ff9474483,02:50:00:920,SHIB2.0 Buy! 🐋🐋,601 (234.2 ETH),2/2.1,,🟢 31%,1 own 0.2%,9.9,97% | BURNT,191189,,7 hrs 21 mins,(2805) 788 - $893.9k,4,-37.1057,,2 own 1.8%,,02:49:53,"$36,482",2 own 0.5%,,12 own 0.5%,,🟢 (false) - 598/598,100% out of 33,"0x230...6A ($5,007)",🪙 #SHIB2.0,"$4,899"
1 days 0 hrs,"$9,653 | 12X",1.2k out of 1.4k,1 days ago,UNKNOWN (5),Binance,,0x5c254dfb4967cd66b09e84fcd04e2d77694c7bce,02:50:50:969,Milady 2.0 Buy! 🐋,221 (300.4 ETH),0/0,,🟢🟢 46%,1 own 0.8%,12.5,100% | BURNT,124717,,1 days 0 hrs,(555) 279 - $389k,,-30.2792,,4 own 7.8%,,22:52:55,$0,1 own 2%,,5 own 4.2%,,🟢 (false) - 190/190,92% out of 12,"0xf62...3c ($4,569)",🪙 #LADYS2.0,$549
3 hrs 6 mins,"$4,199 | 72X",1.2k out of 1.5k,4 hrs ago,RENOUNCED (22),FixedFloat,,0x60509027a54241d186802d2b96b0f689048129bc,02:51:01:206,Floki 2.0 Buy! 🐋🐋,182 (356.3 ETH),0/0,,🟢 13%,1 own 0.3%,12.6,98% | 29 days | Unicrypt,305740,,3 hrs 10 mins,(263) 134 - $173.8k,7,129.5432,,2 own 4.4%,,02:32:05,"$1,939",0 own 0%,,9 own 10.1%,,🟢 (false) - 141/141,91% out of 34,"0x302...41 ($8,224)",🪙 #FLOKI 2.0,$366
